,model,RMSE_train,RMSE_test,AIC
2947,"(4, 0, 6),(4, 0, 6, 12)",30.7,121.5,2822.393521379822
153,"(1, 0, 3),(3, 0, 5, 12)",30.32,121.52,2795.9671517902225
1990,"(3, 0, 5),(2, 0, 6, 12)",27.78,121.55,2763.5651787706083
1788,"(3, 0, 2),(1, 0, 4, 12)",30.34,121.59,2789.431330399334
1753,"(3, 0, 1),(3, 0, 6, 12)",28.72,121.6,2772.092194789378
1754,"(3, 0, 1),(3, 0, 6, 12)",28.72,121.6,2772.092194789378
1042,"(2, 0, 4),(1, 0, 3, 12)",30.27,121.62,2787.9857466970125
2231,"(3, 1, 2),(1, 0, 3, 12)",30.99,121.63,2781.1682146952085
859,"(2, 0, 1),(1, 0, 3, 12)",30.34,121.63,2783.2949103211695
3587,"(5, 0, 3),(1, 0, 4, 12)",30.35,121.64,2795.587171732657
1852,"(3, 0, 3),(1, 0, 4, 12)",30.28,121.68,2790.068801160954
3457,"(5, 0, 1),(1, 0, 3, 12)",30.24,121.69,2787.504046668316
1664,"(2, 1, 7),(1, 0, 7, 12)",28.96,121.69,2767.713466199133
3523,"(5, 0, 2),(1, 0, 3, 12)",30.24,121.7,2789.393597826021
3296,"(4, 1, 5),(3, 0, 3, 12)",29.41,121.71,2765.1894122542853
190,"(1, 0, 4),(1, 0, 4, 12)",30.29,121.73,2788.296034582114
128,"(1, 0, 3),(1, 0, 4, 12)",30.34,121.77,2787.4693100562017
2499,"(3, 1, 6),(2, 0, 7, 12)",28.79,121.78,2767.4372845526195
321,"(1, 0, 6),(1, 0, 6, 12)",28.5,121.78,2770.8345255747513
3139,"(4, 1, 2),(5, 0, 2, 12)",30.03,121.78,2776.070969621818
1724,"(3, 0, 1),(1, 0, 3, 12)",30.29,121.79,2784.2761243708273
874,"(2, 0, 1),(2, 0, 4, 12)",30.34,121.79,2787.2719721057347
860,"(2, 0, 1),(1, 0, 4, 12)",30.34,121.81,2785.2919999690803
2566,"(3, 1, 7),(3, 0, 3, 12)",31.44,121.83,2802.9355579275243
800,"(1, 1, 7),(1, 0, 1, 12)",31.3,121.83,2793.6673388753757
922,"(2, 0, 2),(1, 0, 3, 12)",30.34,121.83,2785.338909372729
3844,"(5, 0, 7),(1, 0, 2, 12)",32.93,121.84,2878.6462289891992
1738,"(3, 0, 1),(2, 0, 4, 12)",30.29,121.85,2788.2615194059954
258,"(1, 0, 5),(1, 0, 6, 12)",28.51,121.85,2768.4341273117343
82,"(1, 0, 2),(2, 0, 4, 12)",30.35,121.87,2787.502711131485
984,"(2, 0, 3),(1, 0, 6, 12)",28.49,121.87,2770.354935363238
3586,"(5, 0, 3),(1, 0, 3, 12)",30.34,121.91,2793.0011572681306
318,"(1, 0, 6),(1, 0, 3, 12)",30.23,121.92,2789.21083420435
67,"(1, 0, 2),(1, 0, 3, 12)",30.35,121.93,2783.5064612311007
270,"(1, 0, 5),(2, 0, 4, 12)",30.24,121.93,2791.2837877731954
333,"(1, 0, 6),(2, 0, 4, 12)",30.25,121.94,2793.534894920327
533,"(1, 1, 2),(3, 0, 6, 12)",30.77,121.96,2784.6999992022857
532,"(1, 1, 2),(3, 0, 6, 12)",30.77,121.96,2784.6999992022857
397,"(1, 0, 7),(2, 0, 4, 12)",30.24,121.96,2795.266436183697
1803,"(3, 0, 2),(2, 0, 6, 12)",28.84,121.96,2782.7911397887888
6,"(1, 0, 1),(1, 0, 7, 12)",28.52,121.98,2763.9776952337297
2589,"(3, 1, 7),(5, 0, 2, 12)",30.19,121.98,2781.2718311858466
319,"(1, 0, 6),(1, 0, 4, 12)",30.24,121.99,2791.3696541956206
935,"(2, 0, 2),(2, 0, 4, 12)",30.35,122.01,2789.4126890195457
4101,"(5, 1, 4),(2, 0, 1, 12)",31.2,122.01,2789.442600763751
382,"(1, 0, 7),(1, 0, 3, 12)",30.24,122.02,2791.2546830647325
4117,"(5, 1, 4),(3, 0, 5, 12)",29.37,122.06,2775.6491369089244
2588,"(3, 1, 7),(5, 0, 1, 12)",29.93,122.06,2777.1541329124757
2713,"(4, 0, 2),(5, 0, 1, 12)",29.48,122.09,2778.101819545181
2,"(1, 0, 1),(1, 0, 3, 12)",30.36,122.12,2781.6354439881748
4291,"(5, 1, 7),(2, 0, 6, 12)",30.58,122.14,2915.251889615853
3,"(1, 0, 1),(1, 0, 4, 12)",30.37,122.15,2783.6388302392734
2605,"(4, 0, 1),(1, 0, 4, 12)",30.29,122.17,2788.1543432165163
17,"(1, 0, 1),(2, 0, 4, 12)",30.36,122.17,2785.630658379142
4047,"(5, 1, 3),(2, 0, 7, 12)",28.75,122.18,2769.2955934047595
2929,"(4, 0, 6),(3, 0, 1, 12)",28.99,122.18,2778.621587169044
2920,"(4, 0, 6),(2, 0, 4, 12)",29.69,122.23,2795.1532761423387
1838,"(3, 0, 2),(5, 0, 2, 12)",28.67,122.24,2767.7600342214832
1960,"(3, 0, 4),(5, 0, 2, 12)",28.68,122.26,2771.295213836669
1030,"(2, 0, 3),(5, 0, 2, 12)",28.85,122.27,2769.9105567352926
3458,"(5, 0, 1),(1, 0, 4, 12)",30.26,122.27,2789.4745469116947
1089,"(2, 0, 4),(5, 0, 2, 12)",28.73,122.27,2770.037990447555
458,"(1, 1, 1),(2, 0, 3, 12)",31.11,122.27,2778.609316641725
910,"(2, 0, 1),(5, 0, 2, 12)",28.86,122.31,2766.187124092968
1043,"(2, 0, 4),(1, 0, 4, 12)",30.31,122.31,2790.201802046364
204,"(1, 0, 4),(2, 0, 4, 12)",30.3,122.32,2790.3445209905344
256,"(1, 0, 5),(1, 0, 4, 12)",30.25,122.34,2789.26312036488
1814,"(3, 0, 2),(3, 0, 5, 12)",30.31,122.34,2794.433474348931
1916,"(3, 0, 4),(1, 0, 6, 12)",28.54,122.35,2772.1128298340946
127,"(1, 0, 3),(1, 0, 3, 12)",30.32,122.35,2784.43316512635
1117,"(2, 0, 5),(2, 0, 3, 12)",30.29,122.35,2792.922858470016
2653,"(4, 0, 1),(5, 0, 2, 12)",28.7,122.35,2767.9079947110295
383,"(1, 0, 7),(1, 0, 4, 12)",30.25,122.36,2793.2364653216773
3107,"(4, 1, 2),(2, 0, 6, 12)",28.94,122.37,2762.0936486319724
4140,"(5, 1, 4),(5, 0, 3, 12)",30.11,122.38,2781.3806551056978
3712,"(5, 0, 5),(1, 0, 3, 12)",30.12,122.39,2793.6455118890635
2604,"(4, 0, 1),(1, 0, 3, 12)",30.3,122.4,2786.1921387633224
176,"(1, 0, 3),(5, 0, 1, 12)",29.48,122.4,2774.6765058249816
1118,"(2, 0, 5),(2, 0, 4, 12)",30.3,122.41,2794.2789163190214
2667,"(4, 0, 2),(1, 0, 4, 12)",30.29,122.41,2789.9221070209733
2407,"(3, 1, 4),(5, 0, 2, 12)",30.26,122.42,2780.0289469299405
433,"(1, 0, 7),(5, 0, 2, 12)",28.66,122.44,2772.616014408589
1593,"(2, 1, 6),(1, 0, 2, 12)",30.77,122.45,2781.0658308468173
2107,"(3, 0, 6),(1, 0, 3, 12)",30.26,122.46,2795.7356935173
2041,"(3, 0, 6),(1, 0, 3, 12)",30.26,122.46,2795.7356935173
2216,"(3, 1, 1),(5, 0, 1, 12)",30.09,122.47,2767.439686079135
1675,"(2, 1, 7),(2, 0, 6, 12)",28.98,122.47,2780.3744801450857
982,"(2, 0, 3),(1, 0, 4, 12)",30.3,122.47,2788.167519440904
1088,"(2, 0, 4),(5, 0, 1, 12)",29.33,122.5,2776.0405683502045
1899,"(3, 0, 3),(5, 0, 1, 12)",29.79,122.51,2785.573948292048
747,"(1, 1, 6),(1, 0, 2, 12)",31.02,122.51,2782.8851569994154
1775,"(3, 0, 1),(5, 0, 2, 12)",28.87,122.52,2768.1617591979507
1728,"(3, 0, 1),(1, 0, 7, 12)",28.6,122.56,2768.474895283179
115,"(1, 0, 2),(5, 0, 2, 12)",28.86,122.56,2766.096294558207
1284,"(2, 0, 7),(5, 0, 2, 12)",28.46,122.56,2770.8677979011886
1232,"(2, 0, 7),(1, 0, 2, 12)",30.27,122.56,2792.0541967293957
2778,"(4, 0, 3),(5, 0, 6, 12)",31.09,122.56,2864.073605020314
306,"(1, 0, 5),(5, 0, 2, 12)",28.67,122.56,2768.7784920116856
239,"(1, 0, 4),(5, 0, 1, 12)",29.43,122.58,2775.406925246978
369,"(1, 0, 6),(5, 0, 2, 12)",28.65,122.58,2770.4204675692513
1876,"(3, 0, 3),(3, 0, 4, 12)",28.82,122.6,2773.540362136635
3648,"(5, 0, 4),(1, 0, 3, 12)",30.08,122.61,2790.2908857850916
578,"(1, 1, 3),(2, 0, 1, 12)",31.47,122.62,2785.315744844522
1837,"(3, 0, 2),(5, 0, 1, 12)",29.79,122.63,2783.4790261885973
2371,"(3, 1, 4),(2, 0, 7, 12)",31.29,122.64,2819.025725061309
494,"(1, 1, 1),(5, 0, 2, 12)",30.5,122.64,2774.0225469954603
3509,"(5, 0, 1),(5, 0, 2, 12)",28.6,122.64,2768.240191272405
2714,"(4, 0, 2),(5, 0, 2, 12)",28.71,122.65,2770.123951697058
4041,"(5, 1, 3),(2, 0, 1, 12)",31.14,122.66,2786.641682278375
1415,"(2, 1, 3),(1, 0, 2, 12)",31.11,122.66,2779.7930578653213
1774,"(3, 0, 1),(5, 0, 1, 12)",29.39,122.66,2772.8113502390597
3725,"(5, 0, 5),(2, 0, 2, 12)",30.21,122.69,2794.6386052836656
3511,"(5, 0, 1),(5, 0, 4, 12)",30.13,122.69,2795.027629877932
699,"(1, 1, 5),(2, 0, 4, 12)",31.43,122.69,2875.516243737496
3965,"(5, 1, 2),(1, 0, 1, 12)",31.51,122.71,2789.4501370434846
1119,"(2, 0, 5),(2, 0, 6, 12)",28.08,122.71,2766.8024763271733
3508,"(5, 0, 1),(5, 0, 1, 12)",29.27,122.73,2774.967015673056
470,"(1, 1, 1),(3, 0, 4, 12)",31.16,122.77,2784.1123134095446
1914,"(3, 0, 4),(1, 0, 4, 12)",30.38,122.8,2793.007122581146
2230,"(3, 1, 2),(1, 0, 2, 12)",31.09,122.81,2779.990072751318
3095,"(4, 1, 2),(1, 0, 7, 12)",29.03,122.84,2763.9545703842314
1987,"(3, 0, 5),(2, 0, 3, 12)",30.08,122.84,2790.4844773006953
344,"(1, 0, 6),(3, 0, 4, 12)",30.34,122.85,2796.62942284668
3794,"(5, 0, 6),(2, 0, 2, 12)",30.94,122.86,2811.402831437672
240,"(1, 0, 4),(5, 0, 2, 12)",28.74,122.9,2768.2703350565307
3573,"(5, 0, 2),(5, 0, 3, 12)",31.84,122.9,2837.799661709506
3524,"(5, 0, 2),(1, 0, 4, 12)",30.28,122.9,2791.4766934057416
332,"(1, 0, 6),(2, 0, 3, 12)",30.31,122.93,2792.181740797826
2856,"(4, 0, 5),(2, 0, 6, 12)",27.99,122.95,2769.7219497753495
1365,"(2, 1, 2),(1, 0, 7, 12)",29.42,122.96,2766.3727238970787
143,"(1, 0, 3),(2, 0, 7, 12)",28.58,122.96,2776.5579226838645
2652,"(4, 0, 1),(5, 0, 1, 12)",29.4,122.99,2774.890909677255
683,"(1, 1, 5),(1, 0, 2, 12)",31.04,122.99,2781.131121069984
2311,"(3, 1, 3),(2, 0, 6, 12)",29.44,123.0,2767.8328725947586
3737,"(5, 0, 5),(3, 0, 1, 12)",30.22,123.02,2794.7246814954565
649,"(1, 1, 4),(3, 0, 2, 12)",31.14,123.02,2785.793552433059
1375,"(2, 1, 2),(2, 0, 3, 12)",31.26,123.04,2786.082683775141
28,"(1, 0, 1),(3, 0, 4, 12)",29.41,123.04,2774.9757835144637
2669,"(4, 0, 2),(1, 0, 6, 12)",28.33,123.05,2773.1025592303663
432,"(1, 0, 7),(5, 0, 1, 12)",29.34,123.06,2779.7269872410207
2172,"(3, 1, 1),(1, 0, 2, 12)",31.07,123.08,2777.923188115067
3163,"(4, 1, 3),(2, 0, 1, 12)",31.05,123.09,2783.528017588586
3090,"(4, 1, 2),(1, 0, 2, 12)",31.04,123.11,2781.300886524165
2495,"(3, 1, 6),(2, 0, 1, 12)",31.06,123.12,2788.9177795010255
1974,"(3, 0, 5),(1, 0, 4, 12)",30.05,123.12,2790.14771339734
53,"(1, 0, 1),(5, 0, 1, 12)",29.48,123.13,2770.541068543668
4192,"(5, 1, 5),(4, 0, 1, 12)",30.67,123.15,2789.7856154229094
1566,"(2, 1, 5),(4, 0, 3, 12)",29.16,123.15,2761.218883154338
1524,"(2, 1, 5),(1, 0, 1, 12)",30.91,123.17,2789.907563592373
1219,"(2, 0, 6),(5, 0, 2, 12)",28.48,123.19,2768.662205647798
83,"(1, 0, 2),(2, 0, 6, 12)",28.31,123.22,2776.5934473464476
188,"(1, 0, 4),(1, 0, 2, 12)",30.38,123.23,2785.0889812793503
1466,"(2, 1, 4),(1, 0, 2, 12)",31.13,123.23,2784.5801432111366
1723,"(3, 0, 1),(1, 0, 2, 12)",30.39,123.24,2783.2568940666342
2750,"(4, 0, 3),(3, 0, 1, 12)",29.75,123.25,2795.87653556204
4016,"(5, 1, 2),(5, 0, 4, 12)",33.91,123.25,2962.071782963977
2867,"(4, 0, 5),(3, 0, 5, 12)",30.18,123.26,2799.956016898983
1912,"(3, 0, 4),(1, 0, 2, 12)",30.39,123.28,2789.2939057641715
1309,"(2, 1, 1),(2, 0, 3, 12)",31.07,123.28,2779.7720044720018
1972,"(3, 0, 5),(1, 0, 2, 12)",30.39,123.29,2790.9910021251308
1725,"(3, 0, 1),(1, 0, 4, 12)",30.34,123.29,2786.292354245115
2069,"(3, 0, 6),(3, 0, 6, 12)",28.56,123.31,2782.459646198283
2136,"(3, 0, 6),(3, 0, 6, 12)",28.56,123.31,2782.459646198283
2070,"(3, 0, 6),(3, 0, 6, 12)",28.56,123.31,2782.459646198283
2135,"(3, 0, 6),(3, 0, 6, 12)",28.56,123.31,2782.459646198283
2690,"(4, 0, 2),(3, 0, 2, 12)",30.47,123.32,2792.492340105476
3919,"(5, 1, 1),(2, 0, 1, 12)",31.08,123.32,2781.619008216398
3420,"(4, 1, 7),(3, 0, 5, 12)",34.53,123.35,2954.0255051442605
2418,"(3, 1, 5),(1, 0, 2, 12)",31.29,123.36,2793.598876184262
3610,"(5, 0, 3),(3, 0, 5, 12)",28.6,123.38,2777.949311466751
1104,"(2, 0, 5),(1, 0, 4, 12)",29.94,123.39,2785.608141070362
3091,"(4, 1, 2),(1, 0, 3, 12)",30.95,123.4,2782.893831681696
3538,"(5, 0, 2),(2, 0, 4, 12)",30.3,123.4,2794.315188021102
627,"(1, 1, 4),(1, 0, 2, 12)",31.1,123.42,2780.4727466959384
885,"(2, 0, 1),(3, 0, 4, 12)",28.94,123.44,2767.970675083175
3034,"(4, 1, 1),(1, 0, 2, 12)",31.08,123.44,2779.973274751889
1169,"(2, 0, 6),(1, 0, 3, 12)",30.11,123.46,2789.5666637253635
2666,"(4, 0, 2),(1, 0, 3, 12)",30.37,123.47,2788.9706177029766
2306,"(3, 1, 3),(2, 0, 1, 12)",31.14,123.47,2783.7425062666252
732,"(1, 1, 5),(5, 0, 1, 12)",30.07,123.47,2771.389335759616
3287,"(4, 1, 5),(2, 0, 6, 12)",29.0,123.47,2768.004202327748
1540,"(2, 1, 5),(2, 0, 3, 12)",30.52,123.48,2779.759078956666
3150,"(4, 1, 3),(1, 0, 2, 12)",30.69,123.48,2776.678121590197
1488,"(2, 1, 4),(3, 0, 2, 12)",31.17,123.48,2788.429851102621
2603,"(4, 0, 1),(1, 0, 2, 12)",30.38,123.49,2785.0374498295123
3483,"(5, 0, 1),(3, 0, 2, 12)",30.44,123.5,2791.916671976828
1261,"(2, 0, 7),(3, 0, 4, 12)",30.34,123.51,2800.1256356528165
1153,"(2, 0, 5),(5, 0, 1, 12)",29.39,123.52,2779.8150782533658
3456,"(5, 0, 1),(1, 0, 2, 12)",30.34,123.53,2786.2405203377875
3931,"(5, 1, 1),(3, 0, 2, 12)",31.06,123.56,2785.338657367659
335,"(1, 0, 6),(2, 0, 7, 12)",28.32,123.57,2776.392745164305
1347,"(2, 1, 1),(5, 0, 2, 12)",30.32,123.58,2771.99216241076
1999,"(3, 0, 5),(3, 0, 2, 12)",30.34,123.59,2794.58752089669
1041,"(2, 0, 4),(1, 0, 2, 12)",30.38,123.61,2786.8610051351598
3056,"(4, 1, 1),(3, 0, 2, 12)",31.12,123.65,2784.420242264322
1478,"(2, 1, 4),(2, 0, 1, 12)",31.16,123.66,2783.02116150074
921,"(2, 0, 2),(1, 0, 2, 12)",30.44,123.66,2784.12581594274
1373,"(2, 1, 2),(2, 0, 1, 12)",31.45,123.67,2784.1398554475654
3770,"(5, 0, 5),(5, 0, 6, 12)",28.45,123.67,2781.9760861310865
858,"(2, 0, 1),(1, 0, 2, 12)",30.45,123.67,2782.2788200465207
381,"(1, 0, 7),(1, 0, 2, 12)",30.33,123.67,2789.911169806797
126,"(1, 0, 3),(1, 0, 2, 12)",30.45,123.69,2784.243255751233
2921,"(4, 0, 6),(2, 0, 6, 12)",29.07,123.7,2807.029664178393
591,"(1, 1, 3),(3, 0, 2, 12)",31.46,123.73,2788.888819516347
317,"(1, 0, 6),(1, 0, 2, 12)",30.34,123.73,2788.069518523835
3103,"(4, 1, 2),(2, 0, 1, 12)",31.16,123.73,2782.9446161572814
3138,"(4, 1, 2),(5, 0, 1, 12)",30.08,123.73,2771.7268162439495
2184,"(3, 1, 1),(2, 0, 1, 12)",31.16,123.73,2778.9485246881545
66,"(1, 0, 2),(1, 0, 2, 12)",30.46,123.75,2782.335838013399
3979,"(5, 1, 2),(2, 0, 1, 12)",31.14,123.75,2784.6908445502663
444,"(1, 1, 1),(1, 0, 2, 12)",31.38,123.75,2778.640361927067
408,"(1, 0, 7),(3, 0, 4, 12)",30.06,123.75,2794.735550780856
254,"(1, 0, 5),(1, 0, 2, 12)",30.34,123.77,2786.1778367841157
4207,"(5, 1, 5),(5, 0, 2, 12)",30.21,123.77,2783.7669350178717
696,"(1, 1, 5),(2, 0, 1, 12)",31.15,123.79,2782.845075351409
3907,"(5, 1, 1),(1, 0, 2, 12)",31.02,123.8,2780.5032268770747
2458,"(3, 1, 5),(4, 0, 1, 12)",30.1,123.8,2773.463130746949
4130,"(5, 1, 4),(4, 0, 4, 12)",31.44,123.81,2891.087640348123
1752,"(3, 0, 1),(3, 0, 5, 12)",30.24,123.82,2790.8506695323713
760,"(1, 1, 6),(2, 0, 1, 12)",31.16,123.83,2784.5693681909324
4105,"(5, 1, 4),(2, 0, 6, 12)",29.86,123.85,2779.0348687781916
516,"(1, 1, 2),(2, 0, 1, 12)",31.17,123.86,2777.0587399559677
1029,"(2, 0, 3),(5, 0, 1, 12)",29.45,123.86,2776.0992224523416
564,"(1, 1, 3),(1, 0, 1, 12)",31.85,123.87,2788.586273873553
886,"(2, 0, 1),(3, 0, 5, 12)",30.18,123.88,2789.4411197087293
1,"(1, 0, 1),(1, 0, 2, 12)",30.46,123.89,2780.4358718857834
2838,"(4, 0, 5),(1, 0, 2, 12)",30.39,123.9,2792.79394083008
2001,"(3, 0, 5),(3, 0, 5, 12)",29.87,123.92,2792.220178708542
980,"(2, 0, 3),(1, 0, 2, 12)",30.42,123.93,2785.453880363967
1308,"(2, 1, 1),(2, 0, 1, 12)",31.2,123.94,2777.5299063530706
27,"(1, 0, 1),(3, 0, 2, 12)",30.55,123.96,2785.8789030807325
16,"(1, 0, 1),(2, 0, 3, 12)",30.45,123.96,2784.2120328096985
923,"(2, 0, 2),(1, 0, 5, 12)",32.09,123.96,2833.1193228724783
3345,"(4, 1, 6),(2, 0, 1, 12)",30.41,123.97,2781.3982681137995
2367,"(3, 1, 4),(2, 0, 1, 12)",30.54,123.98,2775.82025657922
2665,"(4, 0, 2),(1, 0, 2, 12)",30.46,123.99,2787.9127600919924
1850,"(3, 0, 3),(1, 0, 2, 12)",30.44,124.03,2787.8508844493817
639,"(1, 1, 4),(2, 0, 1, 12)",31.2,124.04,2781.949867581197
1130,"(2, 0, 5),(3, 0, 5, 12)",30.31,124.06,2798.3486326531984
1437,"(2, 1, 3),(3, 0, 6, 12)",34.03,124.09,2860.5527004267924
1438,"(2, 1, 3),(3, 0, 6, 12)",34.03,124.09,2860.5527004267924
1606,"(2, 1, 6),(2, 0, 1, 12)",30.54,124.12,2777.810083960881
3711,"(5, 0, 5),(1, 0, 2, 12)",30.24,124.14,2792.795274525439
2243,"(3, 1, 2),(2, 0, 1, 12)",31.19,124.17,2781.5226260197696
1928,"(3, 0, 4),(2, 0, 6, 12)",28.34,124.19,2784.55793713606
3219,"(4, 1, 4),(2, 0, 1, 12)",31.41,124.19,2792.08124293102
721,"(1, 1, 5),(4, 0, 2, 12)",30.83,124.2,2784.3303379041686
457,"(1, 1, 1),(2, 0, 1, 12)",31.48,124.21,2780.1715102776107
2508,"(3, 1, 6),(3, 0, 3, 12)",33.41,124.21,2930.556512753971
2629,"(4, 0, 1),(3, 0, 2, 12)",30.54,124.23,2791.540374807305
1168,"(2, 0, 6),(1, 0, 2, 12)",30.37,124.28,2790.127461602648
2280,"(3, 1, 2),(5, 0, 1, 12)",30.53,124.28,2778.495761517085
3661,"(5, 0, 4),(2, 0, 2, 12)",30.58,124.29,2796.9689530607598
368,"(1, 0, 6),(5, 0, 1, 12)",29.36,124.29,2778.175002905946
1262,"(2, 0, 7),(3, 0, 5, 12)",29.76,124.29,2792.492447875612
733,"(1, 1, 5),(5, 0, 2, 12)",30.55,124.31,2782.021018430335
2507,"(3, 1, 6),(3, 0, 2, 12)",31.07,124.32,2791.535466360512
873,"(2, 0, 1),(2, 0, 3, 12)",30.46,124.33,2787.2352885655982
1672,"(2, 1, 7),(2, 0, 1, 12)",30.5,124.33,2779.0681216415132
141,"(1, 0, 3),(2, 0, 4, 12)",30.37,124.33,2788.971527202163
3922,"(5, 1, 1),(2, 0, 6, 12)",28.83,124.35,2770.335108187516
280,"(1, 0, 5),(3, 0, 2, 12)",30.43,124.36,2791.434402342915
177,"(1, 0, 3),(5, 0, 2, 12)",28.88,124.36,2767.711216956528
283,"(1, 0, 5),(3, 0, 5, 12)",29.76,124.38,2789.2848055359646
2498,"(3, 1, 6),(2, 0, 6, 12)",28.76,124.39,2764.102375932237
932,"(2, 0, 2),(2, 0, 1, 12)",30.57,124.41,2785.8105232009366
114,"(1, 0, 2),(5, 0, 1, 12)",29.53,124.42,2773.477478052412
2163,"(3, 0, 6),(5, 0, 7, 12)",31.17,124.46,2846.8549382137135
2097,"(3, 0, 6),(5, 0, 7, 12)",31.17,124.46,2846.8549382137135
2777,"(4, 0, 3),(5, 0, 5, 12)",32.43,124.47,2880.4197467217546
2356,"(3, 1, 4),(1, 0, 3, 12)",33.91,124.48,2888.4355024369765
3380,"(4, 1, 6),(5, 0, 1, 12)",30.73,124.49,2797.1978004380644
1988,"(3, 0, 5),(2, 0, 4, 12)",30.32,124.51,2797.9475075886403
1295,"(2, 1, 1),(1, 0, 2, 12)",31.16,124.57,2776.611912961715
14,"(1, 0, 1),(2, 0, 1, 12)",30.58,124.58,2782.0402206774493
1578,"(2, 1, 5),(5, 0, 1, 12)",29.77,124.6,2772.4333400829987
1584,"(2, 1, 5),(5, 0, 7, 12)",28.51,124.61,2764.988993118208
443,"(1, 1, 1),(1, 0, 1, 12)",31.87,124.61,2784.7717382317705
4078,"(5, 1, 3),(5, 0, 1, 12)",30.14,124.62,2775.629953977974
3117,"(4, 1, 2),(3, 0, 4, 12)",29.67,124.67,2769.7102436919804
4028,"(5, 1, 3),(1, 0, 2, 12)",30.72,124.68,2780.91546470622
945,"(2, 0, 2),(3, 0, 2, 12)",30.56,124.69,2789.6514560730543
151,"(1, 0, 3),(3, 0, 2, 12)",30.48,124.69,2788.4214520228506
1709,"(2, 1, 7),(5, 0, 2, 12)",30.13,124.7,2779.1202947966085
2307,"(3, 1, 3),(2, 0, 2, 12)",31.47,124.72,2792.176519015117
1387,"(2, 1, 2),(3, 0, 4, 12)",31.33,124.72,2790.27391933931
2357,"(3, 1, 4),(1, 0, 4, 12)",31.55,124.74,2886.118684556912
2380,"(3, 1, 4),(3, 0, 3, 12)",31.54,124.76,2797.1776575039576
359,"(1, 0, 6),(4, 0, 6, 12)",30.48,124.77,2820.0282615340875
1195,"(2, 0, 6),(3, 0, 4, 12)",29.95,124.77,2790.987241735018
3893,"(5, 0, 7),(5, 0, 2, 12)",29.22,124.78,2789.516805286932
334,"(1, 0, 6),(2, 0, 6, 12)",28.02,124.78,2779.5740958850465
1539,"(2, 1, 5),(2, 0, 2, 12)",31.07,124.78,2785.4283529378063
505,"(1, 1, 2),(1, 0, 2, 12)",31.14,124.79,2776.4603116806375
345,"(1, 0, 6),(3, 0, 5, 12)",30.22,124.86,2796.204076844939
2256,"(3, 1, 2),(3, 0, 3, 12)",31.58,124.86,2794.014547384609
2786,"(4, 0, 4),(1, 0, 2, 12)",34.73,124.9,2870.257642094512
1196,"(2, 0, 6),(3, 0, 5, 12)",29.95,124.92,2793.849440062275
2382,"(3, 1, 4),(3, 0, 5, 12)",33.67,124.94,2846.156219955642
255,"(1, 0, 5),(1, 0, 3, 12)",30.32,124.97,2787.5629022841026
2865,"(4, 0, 5),(3, 0, 2, 12)",30.43,124.97,2797.795723293726
81,"(1, 0, 2),(2, 0, 3, 12)",30.38,124.98,2784.523664260235
1618,"(2, 1, 6),(3, 0, 2, 12)",31.15,124.99,2790.682385931679
1674,"(2, 1, 7),(2, 0, 5, 12)",29.02,125.01,2769.81116368307
602,"(1, 1, 3),(4, 0, 2, 12)",31.19,125.03,2786.369610759255
4184,"(5, 1, 5),(3, 0, 6, 12)",28.61,125.04,2765.204423164164
2432,"(3, 1, 5),(2, 0, 2, 12)",30.98,125.04,2787.0089902670134
4183,"(5, 1, 5),(3, 0, 6, 12)",28.61,125.04,2765.204423164164
518,"(1, 1, 2),(2, 0, 3, 12)",30.97,125.04,2777.1645655357606
1749,"(3, 0, 1),(3, 0, 2, 12)",30.66,125.05,2790.9157147928936
566,"(1, 1, 3),(1, 0, 3, 12)",33.82,125.06,2839.172797904295
1102,"(2, 0, 5),(1, 0, 2, 12)",30.32,125.07,2787.577081070067
1542,"(2, 1, 5),(2, 0, 5, 12)",30.61,125.08,2789.726966094777
2567,"(3, 1, 7),(3, 0, 4, 12)",30.41,125.11,2787.3161702531734
2576,"(3, 1, 7),(4, 0, 1, 12)",30.16,125.11,2777.0358678444545
1812,"(3, 0, 2),(3, 0, 2, 12)",30.6,125.11,2791.8402888368605
4182,"(5, 1, 5),(3, 0, 5, 12)",29.4,125.14,2771.016506755664
267,"(1, 0, 5),(2, 0, 1, 12)",30.75,125.19,2793.3197385122357
2406,"(3, 1, 4),(5, 0, 1, 12)",30.2,125.2,2776.2126041047636
3486,"(5, 0, 1),(3, 0, 5, 12)",30.0,125.21,2792.767696622147
3598,"(5, 0, 3),(2, 0, 2, 12)",30.95,125.22,2801.3924271448477
3647,"(5, 0, 4),(1, 0, 2, 12)",30.14,125.22,2788.774747932913
2506,"(3, 1, 6),(3, 0, 1, 12)",30.87,125.23,2790.399100552276
801,"(1, 1, 7),(1, 0, 2, 12)",30.93,125.25,2783.911791715942
1408,"(2, 1, 2),(5, 0, 2, 12)",30.31,125.36,2777.226218255489
2568,"(3, 1, 7),(3, 0, 5, 12)",31.2,125.37,2818.967531154736
2975,"(4, 0, 7),(1, 0, 6, 12)",28.21,125.38,2792.041971898393
780,"(1, 1, 6),(4, 0, 1, 12)",30.93,125.39,2783.5987387987107
2257,"(3, 1, 2),(3, 0, 4, 12)",29.57,125.39,2764.1547952053816
1334,"(2, 1, 1),(4, 0, 1, 12)",30.77,125.43,2774.2466261041122
2025,"(3, 0, 5),(5, 0, 1, 12)",29.84,125.44,2788.543320464588
